1, 2
1, 13
1, 14
2, 1
2, 4
2, 6
3, 6
3, 8
4, 2
4, 6
4, 7
5, 6
5, 7
6, 2
6, 3
6, 4
6, 5
6, 7
6, 8
6, 10
6, 11
6, 12
7, 4
7, 5
7, 6
7, 12
8, 3
8, 6
8, 9
8, 10
8, 11
9, 8
10, 6
10, 8
11, 6
11, 8
12, 6
12, 7
13, 1
13, 15
13, 18
14, 1
14, 16
14, 18
14, 19
15, 13
15, 17
15, 18
15, 20
16, 14
16, 18
17, 15
17, 18
18, 13
18, 14
18, 15
18, 16
18, 17
18, 19
18, 20
18, 21
18, 22
19, 14
19, 18
19, 21
19, 22
19, 23
20, 15
20, 18
21, 18
21, 19
21, 22
22, 18
22, 19
22, 21
23, 19
